input,target,problem_id,codes_annotated
"x, mx = int(eval(input())), 1 # Hits:1.0, Total execution time: 44.417 ms, Average time per hit: 44.417 ms 


for i in range(2,x+1): # Hits:999.0, Total execution time: 89.627 ms, Average time per hit: 0.08971671671671672 ms 


    for j in range(2,100): # Hits:98802.0, Total execution time: 7999.76 ms, Average time per hit: 0.08096759174915488 ms 


        if i**j<=x: mx=max(mx, i**j) # Hits:97804.0, Total execution time: 28709.41 ms, Average time per hit: 0.29354024375281174 ms 


print(mx) # Hits:1.0, Total execution time: 7.0 ms, Average time per hit: 7.0 ms 
","beki = [0] * 1010 # Hits:1.0, Total execution time: 0.709 ms, Average time per hit: 0.709 ms 


beki[1] = 1 # Hits:1.0, Total execution time: 0.209 ms, Average time per hit: 0.209 ms 


for i in range(2, 1001): # Hits:1000.0, Total execution time: 86.764 ms, Average time per hit: 0.086764 ms 


        t = i*i # Hits:999.0, Total execution time: 85.466 ms, Average time per hit: 0.08555155155155156 ms 


        while t<1001: # Hits:1049.0, Total execution time: 95.236 ms, Average time per hit: 0.09078741658722593 ms 


                beki[t] = 1 # Hits:50.0, Total execution time: 4.249 ms, Average time per hit: 0.08498 ms 


                t *= i # Hits:50.0, Total execution time: 4.589 ms, Average time per hit: 0.09178 ms 


ans = 1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for i in range(int(eval(input()))+1): # Hits:1001.0, Total execution time: 124.534 ms, Average time per hit: 0.1244095904095904 ms 


        if beki[i]: ans = i # Hits:1000.0, Total execution time: 92.023 ms, Average time per hit: 0.092023 ms 


print(ans) # Hits:1.0, Total execution time: 6.375 ms, Average time per hit: 6.375 ms 
",p03352,True
"x = int(eval(input())) # Hits:1.0, Total execution time: 35.375 ms, Average time per hit: 35.375 ms 




num = 0 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


if x == 1: # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 


    num = 1 # Hits:1.0, Total execution time: 0.167 ms, Average time per hit: 0.167 ms 


else:

    for b in range(2,x): # Hits:998.0, Total execution time: 79.2 ms, Average time per hit: 0.07935871743486975 ms 


        for p in range(2,11): # Hits:9970.0, Total execution time: 982.601 ms, Average time per hit: 0.09855576730190571 ms 


            tmp = pow(b, p) # Hits:8973.0, Total execution time: 1315.877 ms, Average time per hit: 0.14664850105873173 ms 


            if tmp <= x and num < tmp: # Hits:8973.0, Total execution time: 830.256 ms, Average time per hit: 0.09252825142092945 ms 


                num = tmp # Hits:13.0, Total execution time: 1.165 ms, Average time per hit: 0.08961538461538461 ms 




print(num) # Hits:1.0, Total execution time: 5.5 ms, Average time per hit: 5.5 ms 
","x = int(eval(input())) # Hits:1.0, Total execution time: 42.0 ms, Average time per hit: 42.0 ms 




num = 0 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


if x == 1: # Hits:1.0, Total execution time: 0.167 ms, Average time per hit: 0.167 ms 


    num = 1 # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 


else:

    for b in range(2, 33): # Hits:32.0, Total execution time: 3.167 ms, Average time per hit: 0.09896875 ms 


        for p in range(2, 11): # Hits:310.0, Total execution time: 30.044 ms, Average time per hit: 0.09691612903225807 ms 


            tmp = pow(b, p) # Hits:279.0, Total execution time: 39.465 ms, Average time per hit: 0.1414516129032258 ms 


            if tmp <= x and num < tmp: # Hits:279.0, Total execution time: 27.884 ms, Average time per hit: 0.09994265232974911 ms 


                num = tmp # Hits:13.0, Total execution time: 1.336 ms, Average time per hit: 0.10276923076923078 ms 




print(num) # Hits:1.0, Total execution time: 8.667 ms, Average time per hit: 8.667 ms 
",p03352,True
"X = int(eval(input())) # Hits:1.0, Total execution time: 38.542 ms, Average time per hit: 38.542 ms 




s = [1] # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for i in range(X+1): # Hits:1001.0, Total execution time: 92.658 ms, Average time per hit: 0.09256543456543458 ms 


    for j in range(2,X+1): # Hits:3045.0, Total execution time: 363.186 ms, Average time per hit: 0.11927290640394088 ms 


        if i**j <= X and i**j not in s: # Hits:3043.0, Total execution time: 583.009 ms, Average time per hit: 0.1915902070325337 ms 


            s.append(i**j) # Hits:40.0, Total execution time: 6.126 ms, Average time per hit: 0.15315 ms 


        if i**j > X: # Hits:3043.0, Total execution time: 437.566 ms, Average time per hit: 0.1437942819585935 ms 


            break # Hits:998.0, Total execution time: 81.754 ms, Average time per hit: 0.08191783567134268 ms 


print((max(s)))  # Hits:1.0, Total execution time: 9.958 ms, Average time per hit: 9.958 ms 
","X = int(eval(input())) # Hits:1.0, Total execution time: 39.208 ms, Average time per hit: 39.208 ms 


A = [False]*1001 # Hits:1.0, Total execution time: 0.417 ms, Average time per hit: 0.417 ms 


A[1] = True # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 


for i in range(2,1001): # Hits:1000.0, Total execution time: 77.089 ms, Average time per hit: 0.077089 ms 


    j = 2 # Hits:999.0, Total execution time: 80.161 ms, Average time per hit: 0.08024124124124124 ms 


    while i**j < 1001: # Hits:1049.0, Total execution time: 115.509 ms, Average time per hit: 0.11011344137273593 ms 


        A[i**j] = True # Hits:50.0, Total execution time: 5.791 ms, Average time per hit: 0.11581999999999999 ms 


        j += 1 # Hits:50.0, Total execution time: 4.163 ms, Average time per hit: 0.08326 ms 




ans = 1 # Hits:1.0, Total execution time: 0.042 ms, Average time per hit: 0.042 ms 


for i in range(X,-1,-1): # Hits:39.0, Total execution time: 3.203 ms, Average time per hit: 0.08212820512820512 ms 


    if A[i]: # Hits:39.0, Total execution time: 3.545 ms, Average time per hit: 0.0908974358974359 ms 


        ans = i # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


        break # Hits:1.0, Total execution time: 0.041 ms, Average time per hit: 0.041 ms 




print(ans) # Hits:1.0, Total execution time: 4.833 ms, Average time per hit: 4.833 ms 



",p03352,True
"import math # Hits:1.0, Total execution time: 0.583 ms, Average time per hit: 0.583 ms 


X = int(eval(input())) # Hits:1.0, Total execution time: 39.042 ms, Average time per hit: 39.042 ms 


max = 0 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


x = math.floor(math.sqrt(X)) # Hits:1.0, Total execution time: 0.708 ms, Average time per hit: 0.708 ms 


for b in range(x + 1): # Hits:33.0, Total execution time: 3.044 ms, Average time per hit: 0.09224242424242425 ms 


    for p in range(x + 1): # Hits:1056.0, Total execution time: 102.322 ms, Average time per hit: 0.09689583333333333 ms 


        # print(b**p)

        if(max < b**p <= X): # Hits:1024.0, Total execution time: 187.358 ms, Average time per hit: 0.182966796875 ms 


            max = b**p # Hits:15.0, Total execution time: 1.792 ms, Average time per hit: 0.11946666666666667 ms 


print(max) # Hits:1.0, Total execution time: 5.291 ms, Average time per hit: 5.291 ms 

","import math # Hits:1.0, Total execution time: 0.416 ms, Average time per hit: 0.416 ms 


X = int(eval(input())) # Hits:1.0, Total execution time: 43.584 ms, Average time per hit: 43.584 ms 


max = 0 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


bRange = math.floor(math.sqrt(X)) # Hits:1.0, Total execution time: 0.792 ms, Average time per hit: 0.792 ms 


pRange = math.floor(math.log(X,2)) # Hits:1.0, Total execution time: 0.666 ms, Average time per hit: 0.666 ms 


for b in range(bRange + 1): # Hits:33.0, Total execution time: 2.996 ms, Average time per hit: 0.09078787878787878 ms 


    for p in range(pRange + 1): # Hits:352.0, Total execution time: 32.258 ms, Average time per hit: 0.09164204545454545 ms 


        # print(b**p)

        if(max < b**p <= X): # Hits:320.0, Total execution time: 48.462 ms, Average time per hit: 0.15144375 ms 


            max = b**p # Hits:15.0, Total execution time: 1.749 ms, Average time per hit: 0.1166 ms 


print(max) # Hits:1.0, Total execution time: 9.875 ms, Average time per hit: 9.875 ms 

",p03352,True
"X = int(eval(input())) # Hits:1.0, Total execution time: 50.083 ms, Average time per hit: 50.083 ms 


ans = 1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


t = min(X, 100) # Hits:1.0, Total execution time: 0.542 ms, Average time per hit: 0.542 ms 


for b in range(1, t): # Hits:100.0, Total execution time: 8.754 ms, Average time per hit: 0.08754 ms 


    for p in range(1, t): # Hits:9900.0, Total execution time: 845.957 ms, Average time per hit: 0.08545020202020201 ms 


        if b**p > ans and b**p <= X: # Hits:9801.0, Total execution time: 4078.873 ms, Average time per hit: 0.4161690643811856 ms 


            ans = b**p # Hits:14.0, Total execution time: 1.707 ms, Average time per hit: 0.12192857142857143 ms 


print(ans) # Hits:1.0, Total execution time: 8.709 ms, Average time per hit: 8.709 ms 

","X = int(eval(input())) # Hits:1.0, Total execution time: 42.875 ms, Average time per hit: 42.875 ms 


ans = 1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for b in range(1, X+1): # Hits:1000.0, Total execution time: 91.819 ms, Average time per hit: 0.091819 ms 


    for p in range(2, X+1): # Hits:2046.0, Total execution time: 282.015 ms, Average time per hit: 0.13783724340175954 ms 


        if b**p > X: # Hits:2045.0, Total execution time: 263.995 ms, Average time per hit: 0.12909290953545233 ms 


            break # Hits:998.0, Total execution time: 84.8 ms, Average time per hit: 0.08496993987975952 ms 


        if b**p > ans and b**p <= X: # Hits:1047.0, Total execution time: 150.675 ms, Average time per hit: 0.1439111747851003 ms 


            ans = b**p # Hits:13.0, Total execution time: 1.458 ms, Average time per hit: 0.11215384615384616 ms 


print(ans) # Hits:1.0, Total execution time: 5.834 ms, Average time per hit: 5.834 ms 
",p03352,True
"x = int(eval(input())) # Hits:1.0, Total execution time: 40.458 ms, Average time per hit: 40.458 ms 


ans = 1 # Hits:1.0, Total execution time: 0.042 ms, Average time per hit: 0.042 ms 


for b in range(1, 1001): # Hits:1001.0, Total execution time: 77.354 ms, Average time per hit: 0.07727672327672327 ms 


    for p in range(2, 11): # Hits:10000.0, Total execution time: 937.779 ms, Average time per hit: 0.0937779 ms 


        now = b ** p # Hits:9000.0, Total execution time: 1062.115 ms, Average time per hit: 0.11801277777777777 ms 


        if now <= x: # Hits:9000.0, Total execution time: 803.874 ms, Average time per hit: 0.08931933333333333 ms 


            ans = max(ans, now) # Hits:58.0, Total execution time: 8.836 ms, Average time per hit: 0.15234482758620688 ms 


print(ans) # Hits:1.0, Total execution time: 9.084 ms, Average time per hit: 9.084 ms 
","X = int(eval(input())) # Hits:1.0, Total execution time: 42.875 ms, Average time per hit: 42.875 ms 


ans = 0 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for b in range(1, 32): # Hits:32.0, Total execution time: 3.084 ms, Average time per hit: 0.096375 ms 


    for p in range(2, 10): # Hits:279.0, Total execution time: 26.581 ms, Average time per hit: 0.09527240143369176 ms 


        exp = b ** p # Hits:248.0, Total execution time: 26.584 ms, Average time per hit: 0.10719354838709677 ms 


        if exp <= X: # Hits:248.0, Total execution time: 22.583 ms, Average time per hit: 0.09106048387096774 ms 


            ans = max(ans, exp) # Hits:57.0, Total execution time: 9.416 ms, Average time per hit: 0.16519298245614036 ms 


print(ans) # Hits:1.0, Total execution time: 8.625 ms, Average time per hit: 8.625 ms 
",p03352,True
"x = int(eval(input()))



for i in range(x, 0, -1):

    for j in range(2, i):

        s = i

        while s%j == 0:

            t = s % j

            s = s // j

            if s == 1 and t == 0:

                print(i)

                exit()       

print((1))","x = int(eval(input())) # Hits:1.0, Total execution time: 38.542 ms, Average time per hit: 38.542 ms 


ans = [1] # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 


for i in range(2, x): # Hits:998.0, Total execution time: 81.832 ms, Average time per hit: 0.08199599198396794 ms 


    for j in range(2,11): # Hits:1046.0, Total execution time: 165.892 ms, Average time per hit: 0.15859655831739963 ms 


        ad = i**j # Hits:1046.0, Total execution time: 98.374 ms, Average time per hit: 0.09404780114722754 ms 


        if ad > x: # Hits:1046.0, Total execution time: 94.556 ms, Average time per hit: 0.09039770554493308 ms 


            break # Hits:997.0, Total execution time: 78.412 ms, Average time per hit: 0.07864794383149448 ms 


        ans.append(ad) # Hits:49.0, Total execution time: 6.622 ms, Average time per hit: 0.13514285714285715 ms 


print((max(ans))) # Hits:1.0, Total execution time: 9.292 ms, Average time per hit: 9.292 ms 
",p03352,False
"x =int(eval(input()))

for n in range(x, 0, -1):

    for b in range(1, n + 1):

        for p in range(2, n + 1):

            if b ** p == n:

                print(n)

                exit()

            elif b ** p > n:

                break

print((1))
","X = int(eval(input())) # Hits:1.0, Total execution time: 38.334 ms, Average time per hit: 38.334 ms 


ans = 1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 




for i in range(2, X + 1): # Hits:999.0, Total execution time: 78.118 ms, Average time per hit: 0.0781961961961962 ms 


    j = 2 # Hits:998.0, Total execution time: 68.079 ms, Average time per hit: 0.06821543086172345 ms 


    while i ** j <= X: # Hits:1047.0, Total execution time: 117.5 ms, Average time per hit: 0.11222540592168098 ms 


        ans = max(ans, i ** j) # Hits:49.0, Total execution time: 9.079 ms, Average time per hit: 0.18528571428571428 ms 


        j += 1 # Hits:49.0, Total execution time: 4.462 ms, Average time per hit: 0.09106122448979592 ms 




print(ans) # Hits:1.0, Total execution time: 8.333 ms, Average time per hit: 8.333 ms 
",p03352,False
"X=int(eval(input())) # Hits:1.0, Total execution time: 34.708 ms, Average time per hit: 34.708 ms 


s=[] # Hits:1.0, Total execution time: 0.084 ms, Average time per hit: 0.084 ms 


for i in range(1,100,+1): # Hits:100.0, Total execution time: 8.868 ms, Average time per hit: 0.08868000000000001 ms 


    for j in range(2,100,+1): # Hits:9801.0, Total execution time: 838.198 ms, Average time per hit: 0.0855216814610754 ms 


     if i**j<=X: # Hits:9702.0, Total execution time: 2524.675 ms, Average time per hit: 0.26022211915069055 ms 


        s.append(i**j) # Hits:147.0, Total execution time: 26.67 ms, Average time per hit: 0.1814285714285714 ms 


print((max(s))) # Hits:1.0, Total execution time: 6.834 ms, Average time per hit: 6.834 ms 



","n=int(eval(input())) # Hits:1.0, Total execution time: 38.958 ms, Average time per hit: 38.958 ms 




a=[1] # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 


for i in range(2,33): # Hits:32.0, Total execution time: 2.752 ms, Average time per hit: 0.086 ms 


	for j in range(2,11): # Hits:310.0, Total execution time: 28.411 ms, Average time per hit: 0.09164838709677418 ms 


		x=i**j # Hits:279.0, Total execution time: 30.748 ms, Average time per hit: 0.1102078853046595 ms 


		if x<=1000: # Hits:279.0, Total execution time: 24.246 ms, Average time per hit: 0.08690322580645161 ms 


			a.append(x) # Hits:50.0, Total execution time: 6.539 ms, Average time per hit: 0.13078 ms 




a=list(set(a)) # Hits:1.0, Total execution time: 2.541 ms, Average time per hit: 2.541 ms 


a.sort() # Hits:1.0, Total execution time: 1.416 ms, Average time per hit: 1.416 ms 


	

def binarySearch(value, xList): # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 


    low=0

    high=len(xList)

    while low!=high:

        mid=(low+high)//2

        if xList[mid]<=value:

            low=mid+1

        else:

            high=mid

    return xList[low-1]

		

print((binarySearch(n,a))) # Hits:1.0, Total execution time: 11.208 ms, Average time per hit: 11.208 ms 
",p03352,True
"import sys # Hits:1.0, Total execution time: 0.667 ms, Average time per hit: 0.667 ms 


import math # Hits:1.0, Total execution time: 0.291 ms, Average time per hit: 0.291 ms 




def isExponential(i : int) -> bool: # Hits:1.0, Total execution time: 0.333 ms, Average time per hit: 0.333 ms 


    #math.ceil(math.sqrt(i))+1

    for j in range(2,i):       

        devidend = i

        devisor = j

        #print(devidend,devisor,""inFor"") 

        while 1:

            #print(devidend,devisor,""inWhile"")

            if devidend % devisor != 0:

                break

            else:

                if devidend == devisor:

                    return True

                else:

                    devidend //= devisor

    return False



x = int(eval(input())) # Hits:1.0, Total execution time: 43.042 ms, Average time per hit: 43.042 ms 


if x == 1: # Hits:1.0, Total execution time: 0.166 ms, Average time per hit: 0.166 ms 


    print((1)) # Hits:1.0, Total execution time: 5.583 ms, Average time per hit: 5.583 ms 


for i in range(x,0,-1): # Hits:39.0, Total execution time: 4.078 ms, Average time per hit: 0.10456410256410256 ms 


    if isExponential(i) == True: # Hits:39.0, Total execution time: 8205.591 ms, Average time per hit: 210.3997692307692 ms 


        print(i) # Hits:1.0, Total execution time: 6.0 ms, Average time per hit: 6.0 ms 


        #print(""wtf"")

        break # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 
","import sys # Hits:1.0, Total execution time: 0.542 ms, Average time per hit: 0.542 ms 


import math # Hits:1.0, Total execution time: 0.25 ms, Average time per hit: 0.25 ms 




def isExponential(i : int) -> bool: # Hits:1.0, Total execution time: 0.25 ms, Average time per hit: 0.25 ms 


    for j in range(2,math.ceil(math.sqrt(i))+1):       

        devidend = i

        devisor = j

        #print(devidend,devisor,""inFor"") 

        while 1:

            #print(devidend,devisor,""inWhile"")

            if devidend % devisor != 0:

                break

            else:

                if devidend == devisor:

                    return True

                else:

                    devidend //= devisor

    return False



x = int(eval(input())) # Hits:1.0, Total execution time: 38.625 ms, Average time per hit: 38.625 ms 


if x == 1: # Hits:1.0, Total execution time: 0.167 ms, Average time per hit: 0.167 ms 


    print((1)) # Hits:1.0, Total execution time: 6.083 ms, Average time per hit: 6.083 ms 


for i in range(x,0,-1): # Hits:39.0, Total execution time: 3.625 ms, Average time per hit: 0.09294871794871794 ms 


    if isExponential(i) == True: # Hits:39.0, Total execution time: 298.376 ms, Average time per hit: 7.650666666666667 ms 


        print(i) # Hits:1.0, Total execution time: 8.833 ms, Average time per hit: 8.833 ms 


        #print(""wtf"")

        break # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 
",p03352,True
"X = int(eval(input())) # Hits:1.0, Total execution time: 33.084 ms, Average time per hit: 33.084 ms 


ans = 1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for b in range(1, 100): # Hits:100.0, Total execution time: 8.246 ms, Average time per hit: 0.08245999999999999 ms 


  for p in range(2, 10): # Hits:891.0, Total execution time: 88.059 ms, Average time per hit: 0.09883164983164983 ms 


    if ans < pow(b, p) and pow(b, p) <= X: # Hits:792.0, Total execution time: 200.408 ms, Average time per hit: 0.25304040404040407 ms 


      ans = pow(b, p) # Hits:13.0, Total execution time: 1.832 ms, Average time per hit: 0.14092307692307693 ms 


print(ans) # Hits:1.0, Total execution time: 5.25 ms, Average time per hit: 5.25 ms 
","X = int(eval(input())) # Hits:1.0, Total execution time: 37.167 ms, Average time per hit: 37.167 ms 


ans = 1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


if X > 1: # Hits:1.0, Total execution time: 0.084 ms, Average time per hit: 0.084 ms 


  for b in range(1, 32): # Hits:32.0, Total execution time: 2.838 ms, Average time per hit: 0.0886875 ms 


    for p in range(2, 11): # Hits:310.0, Total execution time: 28.166 ms, Average time per hit: 0.09085806451612903 ms 


      if ans <= X and pow(b, p) <= X: # Hits:279.0, Total execution time: 46.839 ms, Average time per hit: 0.16788172043010752 ms 


      	ans = max(ans, pow(b, p)) # Hits:58.0, Total execution time: 11.622 ms, Average time per hit: 0.2003793103448276 ms 


print(ans) # Hits:1.0, Total execution time: 5.083 ms, Average time per hit: 5.083 ms 
",p03352,True
"import math # Hits:1.0, Total execution time: 0.583 ms, Average time per hit: 0.583 ms 


X = int(eval(input())) # Hits:1.0, Total execution time: 37.416 ms, Average time per hit: 37.416 ms 


def expo(x): # Hits:1.0, Total execution time: 0.333 ms, Average time per hit: 0.333 ms 


    ans = 1

    for i in reversed(list(range(1,x+1))):

        for j in range(int(math.sqrt(x))+1):

            for k in range(2,x+1):

                if i == j**k:

                    ans = i

                    return ans

    return ans

print((expo(X))) # Hits:1.0, Total execution time: 1257001.667 ms, Average time per hit: 1257001.667 ms 
","#B - Exponential

import math # Hits:1.0, Total execution time: 0.458 ms, Average time per hit: 0.458 ms 


X = int(eval(input())) # Hits:1.0, Total execution time: 37.875 ms, Average time per hit: 37.875 ms 


def expo(x): # Hits:1.0, Total execution time: 0.167 ms, Average time per hit: 0.167 ms 


    ans = 1

    for i in reversed(list(range(1,x+1))):

        for j in range(int(math.sqrt(x))+1):

            for k in range(2,int(math.sqrt(x))):

                if i == j**k:

                    ans = i

                    return ans

    return ans

print((expo(X))) # Hits:1.0, Total execution time: 5891.917 ms, Average time per hit: 5891.917 ms 
",p03352,True
"x = int(eval(input())) # Hits:1.0, Total execution time: 47.625 ms, Average time per hit: 47.625 ms 




s = set([1]) # Hits:1.0, Total execution time: 0.542 ms, Average time per hit: 0.542 ms 


for i in range(2,501): # Hits:500.0, Total execution time: 42.951 ms, Average time per hit: 0.085902 ms 


    for j in range(2,501): # Hits:249500.0, Total execution time: 22440.163 ms, Average time per hit: 0.08994053306613226 ms 


        if (i**j) <= x: # Hits:249001.0, Total execution time: 268498.791 ms, Average time per hit: 1.0783040670519395 ms 


            s.add(i**j) # Hits:49.0, Total execution time: 11.415 ms, Average time per hit: 0.2329591836734694 ms 




print((max(list(s)))) # Hits:1.0, Total execution time: 26.292 ms, Average time per hit: 26.292 ms 
","x = int(eval(input())) # Hits:1.0, Total execution time: 34.333 ms, Average time per hit: 34.333 ms 




s = set([1]) # Hits:1.0, Total execution time: 0.333 ms, Average time per hit: 0.333 ms 


for i in range(2,501): # Hits:500.0, Total execution time: 40.779 ms, Average time per hit: 0.081558 ms 


    for j in range(2,10): # Hits:4491.0, Total execution time: 453.045 ms, Average time per hit: 0.10087842351369405 ms 


        if (i**j) <= x: # Hits:3992.0, Total execution time: 532.335 ms, Average time per hit: 0.1333504509018036 ms 


            s.add(i**j) # Hits:49.0, Total execution time: 9.952 ms, Average time per hit: 0.20310204081632655 ms 




print((max(list(s)))) # Hits:1.0, Total execution time: 6.333 ms, Average time per hit: 6.333 ms 
",p03352,True
"x = int(eval(input()))

y = 0

if x==1 or x==2 or x==3:

    print((1))

    exit()

else:

    for a in range(2,(x+1)):

        for b in range (2,10):

            if b==2 and a**b>x:

                print(y)

                exit()

            elif a**b<=x:

                y=max(a**b,y)
",,p03352,False
"x = int(eval(input()))



## まず、1000以下のべき乗数のリストを作る

# print(2**9) -> 512

beki_list = []

for i in range(1, 101): # ベース

    for j in range(2, 10): # ベースにべき乗する数

        beki = i**j

        if beki <= 1000:

            beki_list.append(beki)



# 存在する1000以下のべき乗数を、大きい順に比較していく

beki_list.sort(reverse=True)



for beki in beki_list:

    if beki <= x:

        print(beki)

        exit()",,p03352,False
"def solve():

    x = int(eval(input()))

    if x < 4:

        return 1

    elif x < 8:

        return 4

    elif x < 9:

        return 8

    l = [i**j for i in range(1,x+1) for j in range(2,int(x**0.5)) if i**j<=x]

    return max(l)

        

if __name__ == '__main__':

    print((solve()))","x = int(eval(input())) # Hits:1.0, Total execution time: 49.083 ms, Average time per hit: 49.083 ms 


l = [i**j for i in range(1,33) for j in range(2,10) if i**j <= x] # Hits:1.0, Total execution time: 31.708 ms, Average time per hit: 31.708 ms 


print((max(l))) # Hits:1.0, Total execution time: 6.583 ms, Average time per hit: 6.583 ms 
",p03352,False
"

x = int(eval(input())) # Hits:1.0, Total execution time: 37.375 ms, Average time per hit: 37.375 ms 


bekis = set() # Hits:1.0, Total execution time: 0.167 ms, Average time per hit: 0.167 ms 


bekis.add(1) # Hits:1.0, Total execution time: 0.292 ms, Average time per hit: 0.292 ms 




ans = 1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for b in range(2,35): # Hits:34.0, Total execution time: 2.913 ms, Average time per hit: 0.08567647058823528 ms 


    for p in range(2,11): # Hits:82.0, Total execution time: 9.541 ms, Average time per hit: 0.11635365853658537 ms 


        num = pow(b,p) # Hits:82.0, Total execution time: 10.665 ms, Average time per hit: 0.1300609756097561 ms 


        if num <= x: # Hits:82.0, Total execution time: 7.168 ms, Average time per hit: 0.08741463414634147 ms 


            ans = max(ans,num) # Hits:49.0, Total execution time: 7.877 ms, Average time per hit: 0.16075510204081633 ms 


        else:

            break # Hits:33.0, Total execution time: 2.547 ms, Average time per hit: 0.07718181818181818 ms 


print(ans) # Hits:1.0, Total execution time: 4.958 ms, Average time per hit: 4.958 ms 
","x = int(eval(input())) # Hits:1.0, Total execution time: 47.0 ms, Average time per hit: 47.0 ms 


ans = 0 # Hits:1.0, Total execution time: 0.125 ms, Average time per hit: 0.125 ms 


for i in range(33): # Hits:34.0, Total execution time: 3.166 ms, Average time per hit: 0.09311764705882354 ms 


    for j in range(2,11): # Hits:100.0, Total execution time: 10.328 ms, Average time per hit: 0.10328 ms 


        if pow(i,j) > x: break # Hits:98.0, Total execution time: 14.37 ms, Average time per hit: 0.1466326530612245 ms 


        ans = max(ans,pow(i,j)) # Hits:67.0, Total execution time: 14.13 ms, Average time per hit: 0.2108955223880597 ms 




print(ans) # Hits:1.0, Total execution time: 6.0 ms, Average time per hit: 6.0 ms 
",p03352,True
"X=int(eval(input())) # Hits:1.0, Total execution time: 42.916 ms, Average time per hit: 42.916 ms 


res=1 # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for i in range(1,X+1): # Hits:1000.0, Total execution time: 86.641 ms, Average time per hit: 0.08664100000000001 ms 


    for j in range(2,11): # Hits:9990.0, Total execution time: 909.812 ms, Average time per hit: 0.09107227227227227 ms 


        for k in range(35): # Hits:323676.0, Total execution time: 28423.246 ms, Average time per hit: 0.08781388178301759 ms 


            if i==k**j: # Hits:314685.0, Total execution time: 40518.63 ms, Average time per hit: 0.12875933075933077 ms 


                res=i # Hits:58.0, Total execution time: 4.544 ms, Average time per hit: 0.0783448275862069 ms 


print(res) # Hits:1.0, Total execution time: 25.208 ms, Average time per hit: 25.208 ms 

","X=int(eval(input())) # Hits:1.0, Total execution time: 39.75 ms, Average time per hit: 39.75 ms 


l=[] # Hits:1.0, Total execution time: 0.083 ms, Average time per hit: 0.083 ms 


for i in range(1,X+1): # Hits:1000.0, Total execution time: 85.793 ms, Average time per hit: 0.08579300000000001 ms 


    for j in range(2,11): # Hits:1057.0, Total execution time: 166.122 ms, Average time per hit: 0.15716367076631976 ms 


        if i**j>X: # Hits:1056.0, Total execution time: 114.716 ms, Average time per hit: 0.10863257575757575 ms 


            break # Hits:998.0, Total execution time: 77.701 ms, Average time per hit: 0.0778567134268537 ms 


        l.append(i**j) # Hits:58.0, Total execution time: 9.628 ms, Average time per hit: 0.166 ms 


l.sort() # Hits:1.0, Total execution time: 1.5 ms, Average time per hit: 1.5 ms 


print((l[-1])) # Hits:1.0, Total execution time: 5.542 ms, Average time per hit: 5.542 ms 

",p03352,True
